,pl_name,pl_letter,hostname,ra,dec,glon,glat,pl_orbper,pl_orbsmax,pl_orbeccen,pl_eqt,pl_occdep,pl_insol,pl_dens,pl_trandep,pl_tranmid,sy_pmdec,sy_plx,sy_dist,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gmag,sy_gaiamag,sy_tmag,pl_controv_flag,st_metratio,st_spectype,sy_kepmag,st_rotp,cb_flag,pl_trandur,pl_rvamp,pl_radj,pl_rade,pl_ratror,pl_ratdor,sy_icmag,dkin_flag,pl_imppar,pl_bmassj,pl_bmasse,pl_bmassprov,st_teff,st_met,st_radv,st_vsin,st_lum,st_logg,st_age,st_mass,st_dens,st_rad,ttv_flag,ptv_flag,tran_flag,rv_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,pul_flag,sy_snum,sy_pnum,sy_mnum,sy_pm,sy_pmra
392,HD 11343 c,c,HIP 8541,27.5271962,-54.4651633,285.47075,-60.62926,228.53731482,0.922152,0.168579,,,,0.518,,,-46.6698,6.41777,155.121,8.868,7.88,6.012,5.456,5.29,,,,,5.213,5.174,5.256,5.183,,7.56075,6.9172,0,[Fe/H],K2 III/IV,,,0,,17.021,1.24,13.9,,,,0,,0.79726,253.39075,Msini,4708.93,-0.15,6.61,1.3,1.309,2.7,,2.01,,6.78,0,0,0,1,0,0,0,0,0,0,2,2,0,119.9282946,110.475
393,HD 142 A d,d,HD 142,1.5836771,-49.0753625,321.5814,-66.38756,108.45298959,0.474065,0.129711,,,,0.356,,,-40.6904,38.1605,26.1853,6.201,5.7,4.69,4.646,4.474,,,,,4.308,3.636,4.32,4.384,,5.58442,5.2459,0,[M/H],F7V,,,0,,9.826,0.964,10.8,,,5.12,0,,0.25683,81.62789,Msini,6273.0,0.106,5.44,10.4,0.474,4.26,3.12,1.21,0.55028,1.41,0,0,0,1,0,0,0,0,0,0,2,3,0,576.4678738,575.03
394,KMT-2018-BLG-1743L b,b,KMT-2018-BLG-1743L,274.283375,-26.3596389,5.69405,-4.7921,,1.449,,,,,0.37,,,,,6483.0,,,,,,,,,,,,,,,,,0,,,,,0,,,0.937,10.5,,,,0,,0.245,77.86796,Mass,,,,,,,,0.19,,,0,0,0,0,0,0,1,0,0,0,1,1,0,,
395,K2-19 c,c,K2-19,174.9602543,0.603596,267.02928,58.39355,11.8993,0.0971,0.21,745.0,,48.8,0.94,0.2325,2456853.0007,4.4152,3.42298,289.827,13.798,13.024,11.596,11.208,11.161,15.8639,12.8409,12.7544,13.8979,11.105,11.152,10.922,8.978,13.8193,12.8153,12.3049,0,[Fe/H],G9 V,12.806,20.54,0,3.823,2.3,0.366,4.1,0.0458,24.09,,0,0.367,0.03398,10.8,Mass,5322.0,0.06,7.31,3.0,-0.305,4.51,8.0,0.88,1.76,0.82,1,0,1,1,0,0,0,0,0,0,1,3,0,19.2996223,-18.7878
396,HAT-P-31 b,b,HAT-P-31,271.5376722,26.4266061,52.72026,21.06338,5.00542,0.061,0.25,1450.0,,746.9,2.18,0.65,2459010.827031,-13.4015,2.87789,344.05,12.019,11.667,10.423,10.128,10.083,,,,,10.061,10.092,10.089,8.426,,11.4501,11.0269,0,[Fe/H],,,,0,4.9115164,232.5,1.09,12.218,0.0913,9.7,,0,0.723,2.27,721.4741,Mass,6065.0,0.15,-2.4,0.5,0.433,4.26,3.17,1.31,0.69,1.39,0,0,1,1,0,0,0,0,0,0,1,1,0,15.3265577,-7.43661
397,HAT-P-32 b,b,HAT-P-32,31.0427614,46.6878512,135.69851,-14.37306,2.1500082,0.03397,0.159,1835.7,,1841.0,0.108,2.216,2455867.402743,3.47654,3.43046,289.205,11.794,11.439,10.251,10.024,9.99,,,,,9.902,9.906,9.893,8.568,,11.1335,10.7696,0,[Fe/H],,,,0,3.12048,99.0,1.98,22.194,0.14886,5.344,,0,0.083,0.68,216.1244,Mass,6001.0,-0.16,-23.21,20.7,0.338,4.22,2.7,1.13,0.625,1.37,0,0,1,1,0,0,0,0,0,0,2,1,0,10.421795,-9.82484
398,HAT-P-42 b,b,HAT-P-42,135.3443583,6.0970828,223.004,31.58211,4.641878,0.0575,0.0,1428.0,,469.05,0.61,0.796,2455952.52603,-33.3892,2.43957,405.238,12.827,12.125,10.96,10.677,10.626,14.6496,13.8471,11.9737,12.6331,10.569,10.617,10.68,9.103,12.6126,12.0031,11.5598,0,[Fe/H],,,,0,4.0344,113.5,1.28,14.348,0.086,8.08,,0,0.577,1.044,331.801,Mass,5743.0,0.27,20.26,3.5,0.356,4.14,5.2,1.18,0.52838,1.53,0,0,1,1,0,0,0,0,0,0,1,1,0,33.5158307,-2.91071
399,HAT-P-64 b,b,HAT-P-64,68.9743955,2.4312732,193.55233,-28.45082,4.007232,0.05387,0.101,1766.0,,1611.0,0.144,1.036,2457751.46354,-3.86314,1.50537,651.897,13.446,12.855,11.485,11.225,11.123,,,,,11.058,11.055,11.52,8.555,,12.6221,12.1569,0,[Fe/H],,,,0,4.925,62.0,1.703,19.089,0.1007,6.67,,0,0.232,0.58,184.34048,Mass,6457.0,-0.113,25.22,,0.668,4.07,2.88,1.3,0.35,1.74,0,0,1,1,0,0,0,0,0,0,1,1,0,8.6899889,7.78409
400,OGLE-2019-BLG-0304L b,b,OGLE-2019-BLG-0304L,264.0267083,-26.1459889,1.25239,3.26551,,1.23,,,,,0.311,,,,,6980.0,,,,,,,,,,,,,,,,,0,,,,,0,,,1.27,14.2,,,,0,,0.51,162.09249,Mass,,,,,,,,0.27,,,0,0,0,0,0,0,1,0,0,0,2,1,0,,
401,GJ 3138 b,b,GJ 3138,32.2977385,-16.3392495,185.99827,-69.01004,1.22003,0.0197,0.19,,,118.1,5.95,,,79.4025,35.0943,28.4712,12.32,10.8275,,,7.246,,,,,7.055,7.149,7.07,7.094,,10.1924,11.075,0,[Fe/H],M0,,42.5,0,,1.43,0.106,1.18,,,9.14,0,,0.0056,1.78,Msini,3717.0,-0.3,13.6,,-1.347,4.63,,0.68,3.47127,0.5,0,0,0,1,0,0,0,0,0,0,1,3,0,522.3937499,516.324
402,HD 148164 b,b,HD 148164,246.4351678,11.9190729,27.05066,37.67784,328.55,0.993,0.587,,,,0.835,,,1.56972,12.9252,77.1971,8.688,8.23,7.229,6.972,6.906,,,,,6.867,6.885,6.91,6.842,,8.0907,7.7098,0,[Fe/H],F8,,,0,,39.6,1.22,13.7,,,,0,,1.23,390.9309,Msini,6032.0,0.24,-64.63,4.0,0.33,4.16,2.41,1.21,0.50654,1.34,0,0,0,1,0,0,0,0,0,0,1,2,0,88.5238184,-88.5099
403,PDS 70 c,c,PDS 70,212.0421402,-41.3980405,318.06196,19.20844,,34.0,0.11,995.0,,,0.292,,,-23.8227,8.81593,113.064,13.494,12.032,9.553001,8.823,8.542,,11.696,11.129,,8.036,7.714,5.721,3.362,12.881,11.5848,10.7787,0,[Fe/H],K7,,,0,,,2.04,22.866,,,,0,,2.0,635.66,Mass,3972.0,-0.11,3.13,17.27,-0.489,3.68,0.005,0.76,0.5411,1.06,0,0,0,0,0,0,0,0,1,0,1,2,0,38.0431872,-29.6608
404,K2-22 b,b,K2-22,169.4827046,2.6190363,256.5319,56.81595,0.381073,0.009,0.19,2100.0,,114.0,,0.624,2456846.94318,-4.7117,4.07286,243.836,17.042,15.565,12.726,12.088,11.924,19.07,15.01,14.38,14.05,11.723,11.703,11.802,9.028,16.44,14.9537,13.9558,0,[Fe/H],M0 V,14.928,,0,0.5856,,0.205,2.3,0.0366,3.0,,0,0.65,1.4,444.962,Mass,3879.0,0.032,,,-1.074,4.7,,0.6,3.65548,0.58,0,0,1,0,0,0,0,0,0,0,2,1,0,27.5146256,-27.1082
405,HD 24064 b,b,HD 24064,59.1510071,74.0800789,134.81493,15.65308,535.59998,1.29,0.35,,,,12.1,,,10.3401,3.30181,300.247,8.396,6.74616,4.317,3.432,3.13,,,,,3.089,2.914,3.058,2.966,,6.17839,5.3493,0,[Fe/H],K0,,,0,,251.0,1.1,12.3,,,,0,,12.89,4096.8287,Msini,4052.0,-0.49,-45.28,3.5,2.546,1.44,9.0,1.61,,40.0,0,0,0,1,0,0,0,0,0,0,1,1,0,17.86461,-14.568
406,WASP-47 b,b,WASP-47,331.203092,-12.019067,45.74798,-48.18707,4.1591492,0.052,0.0028,1275.0,,534.0,0.989,1.28,2457007.932103,-41.3086,3.74964,264.78,12.736,11.936,10.613,10.31,10.192,,,,,10.165,10.236,10.172,8.745,,11.7889,11.29,0,[Fe/H],,11.762,32.5,0,3.5722,140.84,1.128,12.64,0.10191,9.702,,0,0.173,1.14401,363.6,Mass,5552.0,0.38,-27.06,1.8,0.032,4.34,6.5,1.04,0.998,1.14,1,0,1,1,0,0,0,0,0,0,1,4,0,43.9557276,15.0235
407,WASP-67 b,b,WASP-67,295.7438485,-19.9497314,20.13786,-20.00635,4.61442,0.05179,0.0,1003.0,,,0.388,1.8,2456618.0537,-32.902,5.24956,189.469,12.896,12.537,10.608,10.214,10.129,,,,,10.026,10.077,10.118,8.171,,11.9141,11.355,0,[Fe/H],,,,0,1.896,56.0,1.15,12.89,0.1379,12.83,,0,,0.43,136.6669,Mass,5200.0,-0.07,-0.56,2.1,-0.294,4.35,12.6,0.91,1.88,0.88,0,0,1,1,0,0,0,0,0,0,1,1,0,32.9490112,1.75947
408,WASP-79 b,b,WASP-79,66.3709016,-30.6004362,230.5419,-43.44491,3.66238,0.0519,0.0,1716.2,,1645.99,0.13,1.1,2458412.891864,2.62287,4.02497,246.69,10.451,10.044,9.299,9.123,9.056,,,,,9.03,9.045,9.011,8.063,,9.97202,9.6757,0,[Fe/H],,,,0,3.7669692,88.2,1.67,18.719,0.1072,7.03,,0,0.556,0.85,270.1555,Mass,6600.0,0.03,4.99,19.1,0.664,4.2,1.4,1.43,0.49,1.6,0,0,1,1,0,0,0,0,0,0,1,1,0,2.6487344,-0.369252
409,LHS 1140 c,c,LHS 1140,11.248632,-15.2741085,115.40542,-78.05159,3.77792,0.02734,0.274,708.9,,6.16,6.07,0.252,2458389.29383,-596.617,66.6996,14.9861,15.881,14.15,9.612001,9.092,8.821,,,,,8.606,8.391,8.235,8.133,,12.6706,11.2991,0,[Fe/H],M4.5 V,,131.0,0,1.1,2.22,0.104,1.169,0.05486,27.53,11.19,0,,0.00554,1.76,Mass,2988.0,-0.262,-13.23,,-2.488,5.06,5.0,0.19,25.99071,0.21,0,0,1,1,0,0,0,0,0,0,1,2,0,675.8787442,317.585
410,KMT-2017-BLG-0165L b,b,KMT-2017-BLG-0165L,269.6496667,-28.1336694,2.1434,-2.04368,,3.45,,,,,0.696,,,,,4530.0,,,,,,,,,,,,,,,,,0,,,,,0,,,0.575,6.45,,,20.86,0,,0.11,34.0,Mass,,,,,,,,0.76,,,0,0,0,0,0,0,1,0,0,0,1,1,0,,
411,Kepler-849 b,b,Kepler-849,290.8517961,48.5213243,80.15038,15.05008,394.6244904,1.1088,0.0,325.0,,3.12,0.61,0.20133,2455010.84401,-6.0339,1.18782,822.134,13.708,12.878,11.842,11.59,11.527,,12.812,12.689,12.672,11.48,11.535,11.638,9.592,13.224,12.8358,12.4219,0,[Fe/H],,12.849,,0,23.9917,,0.637,7.14,0.0401,92.98,,0,0.7157,0.127,40.4,M-R relationship,6059.0,0.12,-28.54,,0.605,4.1,3.98,1.23,0.22747,1.64,0,0,1,0,0,0,0,0,0,0,1,1,0,6.3203947,-1.88134
412,TOI-1444 b,b,TOI-1444,305.4749252,70.9437054,104.38782,18.61787,0.4702694,,0.0,2316.0,,4781.36,7.8,0.027,2458711.3676,-20.6892,7.94156,125.463,11.539,10.936,9.465,9.087,9.061,,,,,9.003,9.058,9.009,8.619,,10.6417,10.1522,0,[Fe/H],,,,0,1.171,3.3,0.125,1.397,0.0141,2.73,,0,0.38,0.01218,3.87,Mass,5430.0,0.13,,2.0,-0.162,4.49,,0.93,1.24,0.91,0,0,1,1,0,0,0,0,0,0,1,2,0,50.8049427,46.4015
413,HD 105618 c,c,HD 105618,182.4021288,11.2115695,269.21713,71.29123,77114.07157859,35.747028,0.126319,,,,27.9,,,-1.96029,14.24,70.0837,9.251,8.63,7.416,7.139,7.014,,,,,6.961,7.078,7.085,7.066,,8.46692,8.0222,0,,,,,0,,66.452,1.07,11.9,,,,0,,26.90216,8550.26928,Mass,5671.0,,,,0.18,4.23,,1.01,0.68863,1.27,0,0,0,1,0,0,0,0,0,0,1,2,0,104.6313648,-104.613
414,HD 28185 b,b,HD 28185,66.6100461,-10.5510754,205.59383,-36.93078,385.52775151,1.034659,0.054512,,,,4.86,,2455438.7,-59.7497,25.3642,39.3809,8.485,7.8,6.578,6.289,6.185,,,,,6.193,6.141,6.196,6.136,,7.62682,7.1706,0,[Fe/H],G5,,,0,,163.657,1.14,12.8,,,,0,,5.83181,1853.51476,Msini,5662.0,0.227,50.25,2.54,0.016,4.42,7.5,0.99,1.1168,1.03,0,0,0,1,0,0,0,0,0,0,1,2,0,103.1407298,84.0713
415,LkCa 15 c,c,LkCa 15,69.8241791,22.3508662,176.68976,-15.98175,,18.6,,,,,,,,-17.383,6.29465,158.152,13.008,12.025,9.424,8.6,8.163,15.3616,10.3439,13.7398,10.1416,7.504,7.207,5.696,3.565,15.4641,11.5887,10.7873,1,[Fe/H],,11.488,,0,,,,,,,,0,,,,Msini,4194.0,0.26,,16.82,-0.192,3.65,0.001,,,1.61,0,0,0,0,0,0,0,0,1,0,1,2,0,20.2932185,10.4712
416,MXB 1658-298 b,b,MXB 1658-298,255.5272522,-29.9455833,353.82714,7.26551,760.0,1.613,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,,,1.07,12.0,,,,0,,23.7,7532.571,Mass,,,,,,,,1.98,,,0,0,0,0,0,0,0,1,0,0,2,1,0,,
417,MOA-2016-BLG-319L b,b,MOA-2016-BLG-319L,268.742218,-29.7504635,0.34512,-2.1667,,0.95,,,,,0.392,,,,,6800.0,,,,,,,,,,,,,,,,,0,,,,,0,,,1.26,14.1,,,,0,,0.62,200.0,Mass,,,,,,,,0.15,,,0,0,0,0,0,0,1,0,0,0,1,1,0,,
418,MOA-2011-BLG-291L b,b,MOA-2011-BLG-291L,268.867889,-29.1706657,0.90149,-1.96921,,0.69,,,,,1.14,,,,,4400.0,,,,,23.4,,,,,,,,,,,,0,,,,,0,,,0.396,4.43,,,,0,,0.057,18.0,Mass,,,,,,,,0.15,,,0,0,0,0,0,0,1,0,0,0,1,1,0,,
419,HIP 91258 b,b,HIP 91258,279.2211173,61.7015065,91.36113,25.35738,5.0505,0.06,0.02,,,,0.74,,,-231.747,21.7649,45.8846,9.453,8.65,7.31,6.996,6.893,,,,,6.818,6.864,6.852,6.823,,8.45032,7.9605,0,[Fe/H],G5 V,,,0,,130.9,1.23,13.7,,,,0,,1.09,346.4347,Msini,5519.0,0.23,-9.45,3.5,-0.222,4.53,2.4,0.97,1.91925,0.89,0,0,0,1,0,0,0,0,0,0,1,1,0,235.0873477,-39.4891
420,BD+15 2375 b,b,BD+15 2375,176.4820239,14.6163182,249.00212,70.27244,153.22,0.576,0.001,,,,0.705,,,-11.6827,1.27327,768.045,11.387,10.41,8.372,7.862,7.718,15.5207,10.0066,9.71513,10.3566,7.649,7.799,7.692,7.425,10.8903,9.9918,9.3605,0,[Fe/H],G5,,,0,,38.3,1.23,13.8,,,,0,,1.061,337.21763,Msini,4649.0,-0.22,-9.65,2.5,1.57,2.61,7.41,1.08,,8.95,0,0,0,1,0,0,0,0,0,0,1,1,0,30.7736087,-28.4698
421,HAT-P-61 b,b,HAT-P-61,75.4801665,50.1311784,157.78135,5.02601,1.90231289,0.0301,0.113,1505.0,,849.5,1.8,1.102,2457851.21119,-21.4396,2.92298,338.84,14.04,13.096,11.598,11.263,11.141,,,,,11.093,11.164,11.121,8.332,,12.9386,12.3824,0,[Fe/H],,,,0,1.658,173.0,0.899,10.077,0.0984,6.9,,0,0.767,1.057,335.94463,Mass,5587.0,0.194,4.81,,-0.115,4.5,2.6,1.0,1.715,0.94,0,0,1,1,0,0,0,0,0,0,1,1,0,24.1065905,-11.0214
422,K2-125 b,b,K2-125,204.1418754,-14.9478195,318.87693,46.522,21.750264,0.121,0.08,,,2.0,2.86,,2457243.088,-49.5439,8.026,124.156,17.553,16.4,12.609,12.044,11.802,,,,,11.668,11.529,11.392,9.056,,15.1508,14.027,0,,,15.147,,0,,,0.194,2.18,0.04981,63.31,,0,,0.017,5.39,M-R relationship,3654.47,,,,-1.641,4.83,,0.49,8.77693,0.4,0,0,1,0,0,0,0,0,0,0,1,1,0,72.5742576,-53.0323
423,CoRoT-21 b,b,CoRoT-21,101.0526207,-0.2991544,212.37415,-1.74447,2.72474,0.0417,0.0,,,,1.36,,2454399.0282,1.7984,0.714881,1398.8341969,16.663,16.058,14.34,13.98,13.813,17.9494,15.7952,15.4723,15.2871,13.674,13.69,12.495,9.006,16.4513,15.8558,15.2756,0,[Fe/H],F8 IV,,,0,4.76,274.0,1.3,14.572,0.067,4.6,,0,0.25,2.26,718.2958,Mass,6200.0,0.0,101.0,11.0,0.705,3.7,4.1,1.29,0.255,1.95,0,0,1,1,0,0,0,0,0,0,1,1,0,11.7168394,-11.578
424,HD 14787 b,b,HD 14787,35.8085099,10.8367972,156.37974,-45.98861,676.6,1.7,0.155,,,,0.761,,,11.8122,8.36526,119.137,8.558,7.63,5.988,5.497,5.388,,,,,5.353,5.258,5.401,5.341,,7.37839,6.80945,0,[M/H],G5,,,0,,20.7,1.23,13.7,,,,0,,1.121,356.28743,Msini,4946.0,0.0,-8.14,,1.115,3.23,,1.43,,5.01,0,0,0,1,0,0,0,0,0,0,1,1,0,16.2124844,-11.1048
425,NGC 2682 YBP 1514 b,b,NGC 2682 YBP 1514,132.7531307,11.8865128,215.56882,31.86855,5.118,,0.28,,,,0.255,,,-2.93114,1.06454,914.221,15.594,14.684,13.474,13.157,13.105,,,,,13.066,13.133,12.226,8.84,,14.6201,14.1424,0,[Fe/H],G5 V,,,0,,50.06,1.25,14.0,,,,0,,0.4,127.132,Msini,5725.0,0.03,34.06,,-0.018,4.57,4.15,0.96,1.12635,0.89,0,0,0,1,0,0,0,0,0,0,1,1,0,11.15026,-10.7581
426,GJ 1148 c,c,GJ 1148,175.4326081,42.7515862,160.61794,68.91636,532.58,0.912,0.342,,,,0.409,,2454769.0,-89.9735,90.7623,11.0143,13.343,11.939,7.608,7.069,6.822,15.8989,11.3972,9.95576,10.3189,6.672,6.443,6.446,6.254,13.0181,10.5769,9.29573,0,[Fe/H],M5,,,0,,11.34,0.866,9.71,,,9.18,0,,0.21414,68.06,Msini,3287.0,0.16,-9.1,,-1.869,4.87,,0.34,10.52554,0.36,0,0,0,1,0,0,0,0,0,0,1,2,0,582.6429082,-575.654
427,TOI-849 b,b,TOI-849,28.7157956,-29.4217086,225.97455,-75.86016,0.76552414,0.01598,0.0,1932.0,,2314.06,5.2,0.141,2458394.73768,20.6638,4.40128,225.734,12.842,11.981,10.832,10.481,10.418,,,,,10.356,10.433,10.447,8.872,,12.0645,11.5485,0,[Fe/H],G,,,0,1.57,28.64,0.307,3.444,0.03443,3.7,,0,0.212,0.12299,39.09,Mass,5373.8,0.19,9.35,,-0.218,4.48,6.7,0.93,1.685,0.92,0,0,1,1,0,0,0,0,0,0,1,1,0,76.1713016,73.3149
428,CoRoT-26 b,b,CoRoT-26,279.7504991,6.9697828,37.74453,5.926,4.20474,0.0526,0.0,1600.0,,,0.28,,2454573.6299,-9.13396,,1045.18,17.595,15.861,13.813,13.358,13.261,,,,,13.158,13.295,12.082,8.807,,15.4682,14.8162,0,[Fe/H],G5,,,0,5.47,61.0,1.26,14.12,0.0718,6.28,,0,0.33,0.52,165.26,Mass,5590.0,0.01,15.51,2.0,0.451,3.99,8.6,1.09,,1.79,0,0,1,1,0,0,0,0,0,0,1,1,0,10.1140368,-4.34333
429,K2-348 b,b,K2-348,130.8783479,24.4229559,200.78923,34.69497,4.688418,,,908.0,,128.99,1.7,0.142,2458096.716772,-34.5935,4.92543,201.856,13.542,12.572,10.958,10.485,10.381,15.896,12.3413,12.0966,12.703,10.348,10.431,10.327,8.506,13.1227,12.3271,11.7421,0,[Fe/H],,12.482,,0,2.75,,0.291,3.26,0.035,12.55,,0,0.39,0.0336,10.7,M-R relationship,5077.0,0.13,,,-0.388,4.5,,0.83,1.75914,0.85,0,0,1,0,0,0,0,0,0,0,1,2,0,34.6136033,1.17953
430,Kepler-1099 b,b,Kepler-1099,288.7499866,48.2771163,79.34112,16.23311,2.16845259,0.0337,0.0,1558.0,,766.34,2.04,0.04669,2454965.14076,-12.9102,0.949177,1022.8,16.335,15.137,14.097,13.728,13.697,,15.106,14.941,14.939,13.642,13.708,13.01,9.107,15.606,15.1336,14.6698,0,[Fe/H],,15.141,,0,1.6611,,0.252,2.83,0.02567,4.0,,0,0.95,0.0264,8.4,M-R relationship,5837.0,-0.02,,,-0.119,4.45,3.63,1.01,5.9055,1.0,0,0,1,0,0,0,0,0,0,0,1,1,0,13.2127615,-2.81137
431,7 CMa c,c,7 CMa,99.171276,-19.2561808,228.68876,-11.79597,996.0,2.153,0.08,,,,0.566,,,-72.8065,50.4571,19.8101,5.013,3.95,2.173,1.679,1.564,,,,,-0.682,-0.525,1.653,1.541,,3.67853,3.0677,0,[Fe/H],K1III(+M),,,0,,14.9,1.24,13.9,,,2.935,0,,0.87,276.5121,Msin(i)/sin(i),4826.0,0.21,,1.15,1.063,3.19,4.3,1.34,,4.87,0,0,0,1,0,0,0,0,0,0,1,2,0,95.6229309,61.9916
432,HAT-P-5 b,b,HAT-P-5,274.4055335,36.6214617,63.93673,22.14911,2.78849,0.04073,0.0,1539.0,,653.75,0.642,1.2,2455432.4551,6.03068,3.26786,303.336,12.923,11.954,10.844,10.522,10.481,,,,,10.432,10.468,10.423,9.131,,11.8224,11.3998,0,[Fe/H],G,,,0,2.9208,138.0,1.21,13.563,0.1106,7.53,,0,0.425,0.98,311.4734,Mass,5960.0,0.24,7.61,2.6,0.187,4.37,2.6,1.04,1.04,1.12,0,0,1,1,0,0,0,0,0,0,1,1,0,13.3103836,11.8658
433,TOI-700 d,d,TOI-700,97.0957165,-65.5786149,275.46822,-26.88106,37.42475,0.1633,0.111,268.8,,0.85,5.76,0.0613,2458742.1476,161.805,32.098,31.1265,14.55,13.151,9.469,8.893,8.634,,12.487,11.352,,8.523,8.392,8.281,8.234,13.796,12.0665,10.9102,0,[Fe/H],M2 V,,54.0,0,3.3216,,0.102,1.144,0.02476,82.9,10.73,0,0.3,0.00495,1.57,M-R relationship,3461.0,-0.07,-4.4,,-1.635,4.8,1.5,0.42,7.68,0.42,0,0,1,0,0,0,0,0,0,0,1,3,0,191.6726911,-102.75
434,HD 108236 b,b,HD 108236,186.5740627,-51.3630519,298.93443,11.31345,3.795963,0.04527,0.045,1099.0,,312.18,4.23,0.0285,2458773.2964,-49.8654,15.4517,64.5978,9.894,9.25,8.046,7.703,7.637,,,,,7.613,7.673,7.638,7.51,,9.08745,8.6522,0,[Fe/H],G3 V,,,0,2.384,,0.144,1.615,0.01638,11.35,,0,0.452,0.0102,3.24,M-R relationship,5660.0,-0.28,16.3,4.7,-0.15,4.49,6.7,0.87,1.82,0.88,0,0,1,0,0,0,0,0,0,0,1,5,0,86.2990183,-70.4341
435,TOI-270 b,b,TOI-270,68.4160804,-51.9573937,259.77379,-42.01396,3.3601538,0.03197,0.034,581.0,,19.93,4.97,0.097296,2458387.09505,-269.755,44.4565,22.4793,14.194,12.603,9.099,8.531,8.251,,12.011,10.91,,8.13,7.983,7.887,7.691,13.391,11.6306,10.4981,0,[Fe/H],M,,,0,1.387,1.27,0.108,1.206,0.0292,17.48,,0,0.19,0.00497,1.58,Mass,3506.0,-0.2,,,-1.712,4.87,,0.39,7.2,0.38,0,0,1,1,0,0,0,0,0,0,1,3,0,282.2188579,82.9441
436,Kepler-167 e,e,Kepler-167,292.6585253,38.3455558,71.35329,9.44486,1071.23205,1.883,0.29,134.4,,0.08,1.68,1.54,2455253.28756,36.3934,2.89593,341.908,15.108,14.284,12.446,11.974,11.832,,13.951,13.688,13.542,11.766,11.841,11.631,9.262,14.805,14.0004,13.3685,0,[Fe/H],K4,14.023,,0,16.1784,23.7,0.906,10.16,0.12596,179.9,,0,0.271,1.01,321.00669,Mass,4884.0,0.02,-29.3,2.0,-0.539,4.58,7.1,0.78,2.6,0.75,0,0,1,1,0,0,0,0,0,0,2,4,0,39.3944815,15.0813
437,HD 92788 b,b,HD 92788,160.7021351,-2.1847173,251.20809,47.35154,325.803,0.97,0.35,,,,2.99,,2450581.2,-223.23,28.8281,34.6538,7.963,7.31637,6.131,5.798,5.721,,,,,5.7,5.663,5.774,5.73,,7.13929,6.6934,0,[Fe/H],G6 V,,31.0,0,,108.24,1.16,13.0,,,,0,,3.76,1195.0408,Msini,5744.0,0.27,-4.33,2.719,0.02,4.39,2.55,1.15,0.95143,1.14,0,0,0,1,0,0,0,0,0,0,1,2,0,223.7420083,-15.1279
438,WASP-147 b,b,WASP-147,359.1915117,-22.1532316,51.79261,-76.62822,4.60273,0.0549,0.0,1404.0,,591.95,0.263,0.64,2456562.595,-6.96401,2.2651,436.098,13.106,12.681,11.174,10.907,10.857,,,,,10.79,10.844,10.797,8.998,,12.1832,11.7607,0,[Fe/H],G4,,,0,4.3944,32.7,1.115,12.498,0.08,8.29,,0,0.31,0.275,87.40325,Mass,5702.0,0.092,-1.62,0.3,0.287,4.21,8.47,1.04,0.509,1.43,0,0,1,1,0,0,0,0,0,0,1,1,0,8.7482342,-5.29473
439,bet Cnc b,b,bet Cnc,124.1286379,9.1853306,214.25329,23.04731,605.2,1.7,0.08,,,,6.81,,,-49.0,11.23,89.0472,5.001,3.51012,1.191,0.267,0.19,,,,,-2.104,-1.241,0.13,0.05,,3.04628,2.2206,0,[Fe/H],K4 III,,,0,,133.0,1.12,12.6,,,2.051,0,,7.8,2479.0,Msini,4092.1,-0.29,22.6,3.7,2.9,1.4,1.85,1.7,,47.2,0,0,0,1,0,0,0,0,0,0,2,1,0,67.8969808,-47.0
440,mu Leo b,b,mu Leo,148.1898673,26.0067142,204.04525,50.24481,357.8,1.1,0.09,,,,1.78,,,-54.8429,30.6493,32.6081,5.121,3.86648,1.974,1.327,1.364,,,,,-1.571,-0.507,1.291,1.169,,3.52769,2.8345,0,[Fe/H],K2 III,,,0,,52.0,1.18,13.3,,,,0,,2.4,762.8,Msini,4538.2,0.36,13.6,2.4,1.797,2.4,3.35,1.5,,11.4,0,0,0,1,0,0,0,0,0,0,1,1,0,222.6064885,-215.745
441,HD 23596 b,b,HD 23596,57.0018601,40.5307308,155.55181,-10.9002,1535.11912389,2.692222,0.282012,,,,10.6,,,21.31,19.2012,52.0018,7.852,7.26122,6.173,5.962,5.874,,,,,5.909,5.816,5.899,5.882,,7.10356,6.706,0,[Fe/H],F8 V,,,0,,128.315,1.11,12.4,,,,0,,11.56265,3674.938,Mass,6040.0,0.33,-10.03,4.2,0.458,4.23,5.68,1.1,0.39478,1.53,0,0,0,1,0,0,0,0,0,0,2,1,0,57.130186,53.007
442,HD 11506 b,b,HD 11506,28.2106607,-19.507396,187.75857,-73.99475,1613.74017306,2.798425,0.390871,,,,4.5,,,-97.7341,19.4792,51.261,8.107,7.51,6.508,6.265,6.168,,,,,6.147,6.068,6.182,6.045,,7.37382,6.9834,0,[Fe/H],G0 V,,12.6,0,,78.402,1.14,12.8,,,,0,,5.40173,1716.82279,Mass,6183.0,0.29,-7.37,5.0,0.337,4.43,2.3,1.12,0.6413,1.24,0,0,0,1,0,0,0,0,0,0,1,3,0,100.1591624,21.9067
