,pl_name,pl_letter,hostname,ra,dec,glon,glat,pl_orbper,pl_orbsmax,pl_orbeccen,pl_eqt,pl_occdep,pl_insol,pl_dens,pl_trandep,pl_tranmid,sy_pmdec,sy_plx,sy_dist,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gmag,sy_gaiamag,sy_tmag,pl_controv_flag,st_metratio,st_spectype,sy_kepmag,st_rotp,cb_flag,pl_trandur,pl_rvamp,pl_radj,pl_rade,pl_ratror,pl_ratdor,sy_icmag,dkin_flag,pl_imppar,pl_bmassj,pl_bmasse,pl_bmassprov,st_teff,st_met,st_radv,st_vsin,st_lum,st_logg,st_age,st_mass,st_dens,st_rad,ttv_flag,ptv_flag,tran_flag,rv_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,pul_flag,sy_snum,sy_pnum,sy_mnum,sy_pm,sy_pmra
4833,NGTS-15 b,b,NGTS-15,73.3553101,-32.8003484,234.7828,-37.98373,3.27623,0.0441,0.0,1146.0,,425.0,0.74,,2458405.0558,1.31616,1.2425,786.485,15.294,14.669,13.341,12.967,12.907,,,,,12.83,12.869,12.95,9.155,,14.4299,13.9636,0,[Fe/H],G6 V,,,0,2.504,106.0,1.1,12.33,0.119,10.0,,0,0.509,0.751,238.68913,Mass,5600.0,0.15,34.68,2.0,-0.086,4.4,3.28,0.99,1.61507,0.95,0,0,1,1,0,0,0,0,0,0,1,1,0,5.8370032,5.68668
4834,NGTS-17 b,b,NGTS-17,72.9005729,-34.2262128,236.48794,-38.60499,3.24253,0.0391,0.0,1457.0,,1160.0,0.5,,2458442.5219,-11.8123,0.932059,1040.28,15.043,14.412,13.114,12.867,12.724,,,,,12.755,12.769,12.452,9.358,,14.2136,13.7671,0,[Fe/H],G4 V,,,0,3.391,93.0,1.24,13.899,0.095,6.28,,0,0.688,0.764,242.8209,Mass,5650.0,0.15,34.81,4.1,0.241,4.0,9.22,1.02,0.61631,1.34,0,0,1,1,0,0,0,0,0,0,1,1,0,11.8138267,-0.18992
4835,Kepler-1741 b,b,Kepler-1741,292.577073,39.120939,72.02363,9.85538,2.75759006,0.0296,0.0,615.0,,33.79,5.75,0.05631,2454966.049,10.1406,3.66526,270.739,17.196,16.154,13.409,12.758,12.611,,15.742,14.962,14.561,12.382,12.371,12.364,8.915,17.076,15.6903,14.7582,0,[Fe/H],,15.597,,0,1.0669,,0.114,1.273,0.0219,19.57,,0,0.093,0.00681,2.16,M-R relationship,3683.0,-0.22,,,-1.242,4.84,13.4,0.45,30.83073,0.42,0,0,1,0,0,0,0,0,0,0,1,1,0,11.8574268,6.14547
4836,Kepler-1750 b,b,Kepler-1750,292.3514917,48.5110714,80.56864,14.14282,205.9120026,0.6785,0.0,298.0,,1.85,0.764,0.23788,2455085.74129,1.88081,0.639291,1497.33,16.664,15.702,14.328,13.909,13.903,,15.471,15.304,15.204,13.881,13.906,13.11,9.479,16.061,15.5339,15.0292,0,[Fe/H],,15.531,,0,9.992,,0.536,6.004,0.04419,161.5,,0,0.844,0.0947,30.1,M-R relationship,5644.0,0.14,,,0.061,4.46,0.5,0.98,1.8788,0.97,0,0,1,0,0,0,0,0,0,0,1,1,0,3.3900752,2.82049
4837,NGTS-18 b,b,NGTS-18,180.5462193,-35.5486091,291.77668,26.25398,3.05125,0.0448,0.0,1381.0,,845.0,0.28,,2458564.4506,1.48727,0.883723,1096.19,15.322,14.588,13.265,12.888,12.87,,,,,12.795,12.818,12.78,9.227,,14.3896,13.9069,0,[Fe/H],G5 V,,,0,3.601,62.0,1.21,13.563,0.089,6.97,,0,0.183,0.409,129.99182,Mass,5610.0,0.15,5.19,0.5,0.27,4.16,10.84,1.0,0.53884,1.39,0,0,1,1,0,0,0,0,0,0,1,1,0,2.8374726,-2.41646
4838,Kepler-1782 b,b,Kepler-1782,280.926162,44.0878036,73.20287,19.80508,5.75622988,0.0582,0.0,773.0,,84.16,2.78,0.06307,2454966.903696,-24.7108,3.2413,305.792,14.98,13.875,12.184,11.723,11.576,,13.642,13.378,13.243,11.49,11.551,11.311,8.926,14.478,13.7041,13.0931,0,[Fe/H],,13.708,,0,1.071,,0.199,2.229,0.0279,17.01,,0,0.9274,0.0176,5.6,M-R relationship,4931.0,0.0,,,-0.556,4.61,14.0,0.79,5.4985,0.73,0,0,1,0,0,0,0,0,0,0,1,1,0,24.9230991,3.24611
4839,HAT-P-62 b,b,HAT-P-62,74.5043816,48.3008551,158.83659,3.39851,2.6453235,0.03772,0.101,1512.0,,867.2,0.77,,2457118.38979,-43.7759,2.83881,348.815,13.493,12.539,11.144,10.803,10.701,,,,,10.239,10.308,10.439,8.933,,12.4362,11.8889,0,[Fe/H],,,,0,3.103,110.0,1.073,12.027,0.0942,6.93,,0,0.25,0.761,241.86742,Mass,5629.0,0.414,50.42,,0.091,4.31,8.1,1.02,0.901,1.17,0,0,1,1,0,0,0,0,0,0,1,1,0,46.1882599,14.7318
4840,Kepler-1862 b,b,Kepler-1862,296.7533555,49.3780726,82.69101,11.94451,16.05730057,0.1199,0.0,645.0,,41.04,2.82,0.0575,2454965.3936,-1.26586,0.783621,1232.19,16.233,15.847,14.596,14.196,14.125,,15.826,15.631,15.557,14.108,14.269,12.312,9.284,16.424,15.8381,15.3126,0,[Fe/H],,15.869,,0,3.546,,0.197,2.203,0.02577,7.83,,0,1.6947,0.0173,5.49,M-R relationship,5644.0,-0.24,,,-0.215,4.58,0.4,0.9,0.43429,0.81,0,0,1,0,0,0,0,0,0,0,1,1,0,1.5626864,0.91629
4841,HD 219077 b,b,HD 219077,348.5319387,-62.7018297,320.40161,-50.99819,5478.68860928,5.935698,0.768077,,,,8.72,,,-424.148,34.2337,29.1864,6.901,6.12,4.64,4.124,4.287,,,,,4.213,3.915,4.232,4.193,,5.91597,5.4148,0,[Fe/H],G8 V,,,0,,181.812,1.11,12.5,,,,0,,9.75299,3099.7758,Mass,5362.0,-0.13,-30.87,1.46,0.425,4.0,8.9,0.92,0.1703,1.91,0,0,0,1,0,0,0,0,0,0,1,1,0,639.1806475,478.174
4842,HD 106252 b,b,HD 106252,183.3730583,10.0404302,273.5046,70.71215,1531.0,2.61,0.48,,,,8.94,,,-280.009,26.1595,38.185,8.024,7.41,6.302,6.016,5.929,,,,,5.925,5.832,5.972,5.864,,7.26281,6.8503,0,[Fe/H],G0,,,0,,138.8,1.11,12.5,,,,0,,10.0,3178.28407,Mass,5874.0,-0.06,15.4,1.9,0.123,4.36,4.19,1.01,1.0698,1.1,0,0,0,1,1,0,0,0,0,0,1,1,0,280.9408178,22.8627
4843,HD 106315 b,b,HD 106315,183.4724742,-0.3934357,283.25037,61.03534,9.55237,0.0907,0.093,1153.0,,240.0,4.7,0.03,2457586.5487,11.9879,9.11629,109.353,9.4,8.951,8.116,7.962,7.853,,9.41,8.848,,7.794,7.85,7.839,8.168,10.14,8.88841,8.56338,0,[Fe/H],F5 V,9.234,,0,3.775,3.63,0.218,2.44,0.01728,15.07,,0,0.67,0.03964,12.6,Mass,6327.0,-0.311,-3.34,12.71,0.35,4.25,4.48,1.09,0.97706,1.3,0,0,1,1,0,0,0,0,0,0,1,2,0,12.2799626,-2.66228
4844,HD 109286 b,b,HD 109286,188.3958418,7.2809064,290.07159,69.70561,520.1,1.259,0.338,259.4,,0.71,2.27,,,-1.54804,18.0167,55.4156,9.487001,8.78,7.588,7.239,7.162,,,,,6.996,7.155,7.174,7.191,,8.61599,8.1658,0,[Fe/H],G4 V,,,0,,81.6,1.17,13.2,,248.5,,0,,2.99,950.30694,Msini,5694.0,0.05,,3.8,-0.084,4.44,,0.98,1.70314,1.09,0,0,0,1,0,0,0,0,0,0,1,1,0,12.2675653,12.1695
4845,HAT-P-63 b,b,HAT-P-63,279.7967696,-20.0242684,13.68182,-6.39952,3.377728,0.04294,0.069,1237.0,,387.4,0.54,,2456382.94256,-3.49384,-0.149186,4483.05,,20.1544,,,,,,,,,,,,,19.879,19.2571,0,[Fe/H],,,,0,2.933,87.3,1.119,12.543,0.1191,9.56,,0,0.262,0.614,195.14664,Mass,5400.0,0.251,-68.99,,-0.146,4.43,9.0,0.93,1.448,0.97,0,0,1,1,0,0,0,0,0,0,1,1,0,8.3854624,-7.62293
4846,Kepler-1771 b,b,Kepler-1771,292.0134714,49.0191267,80.94695,14.55928,88.64399719,0.3815,0.0,391.0,,5.51,1.28,0.06255,2454978.47193,8.1302,,565.752,14.61,13.802,12.573,12.206,12.152,,13.694,13.548,13.504,12.115,12.153,12.844,9.185,14.214,13.7005,13.2433,0,[Fe/H],,13.748,,0,7.82,,0.362,4.055,0.02784,44.0,,0,0.883,0.0487,15.5,M-R relationship,5661.0,0.0,,,-0.092,4.47,0.8,0.94,0.59555,0.93,0,0,1,0,0,0,0,0,0,0,1,1,0,8.8734295,3.55494
4847,Kepler-1776 b,b,Kepler-1776,291.5344017,47.0424958,78.95728,14.01882,35.01190186,0.2124,0.0,603.0,,31.35,2.26,0.04367,2454983.37014,-6.08949,1.41974,690.336,14.209,13.68,12.592,12.313,12.259,,13.575,13.479,13.435,12.163,12.201,12.631,9.167,13.963,13.5571,13.1518,0,[Fe/H],,13.624,,0,2.868,,0.233,2.612,0.01987,40.5,,0,0.3865,0.023,7.33,M-R relationship,5872.0,0.1,,,0.164,4.33,0.6,1.04,1.02226,1.15,0,0,1,0,0,0,0,0,0,0,1,1,0,6.2679789,1.48515
4848,Kepler-1763 b,b,Kepler-1763,294.1130368,40.3628861,73.69343,9.37925,1.48028004,0.0257,0.0,1822.0,,2597.27,5.8,0.00605,2454967.37254,-14.8295,1.29324,756.486,14.262,13.634,12.471,12.182,12.134,,13.475,13.349,13.348,12.084,12.135,12.068,8.819,13.925,13.5105,13.0851,0,[Fe/H],,13.522,,0,2.486,,0.102,1.147,0.00713,4.612,,0,0.77,0.00499,1.59,M-R relationship,5897.0,0.02,,,0.274,4.25,5.4,1.03,0.84673,1.26,0,0,1,0,0,0,0,0,0,0,1,1,0,15.9762427,-5.94359
4849,Kepler-1764 b,b,Kepler-1764,293.8799047,41.3938374,74.53703,10.01365,70.46829987,0.3512,0.0,511.0,,16.17,1.09,0.09224,2455022.16092,4.42943,0.620325,1542.48,15.63,14.91,13.741,13.453,13.449,,14.753,14.649,14.574,13.405,13.465,13.019,9.081,15.189,14.7454,14.3207,0,[Fe/H],,14.811,,0,6.618,,0.406,4.555,0.02859,83.15,,0,0.0476,0.0593,18.8,M-R relationship,6461.0,-0.14,,,0.415,4.4,0.24,1.16,2.18989,1.13,0,0,1,0,0,0,0,0,0,0,1,1,0,5.663339,3.52896
4850,Kepler-1765 b,b,Kepler-1765,298.0144601,42.9574314,77.41317,8.0739,10.41889954,0.0917,0.0,855.0,,126.48,2.4,0.07146,2454970.748051,-9.03059,1.27973,764.456,15.511,15.04,13.495,13.176,13.127,,14.795,14.606,14.502,13.019,13.042,12.56,9.228,15.452,14.8213,14.282,0,[Fe/H],,14.86,,0,3.0069,,0.223,2.495,0.02426,28.88,,0,0.1256,0.0213,6.78,M-R relationship,5692.0,0.04,,,-0.136,4.36,11.9,0.95,0.59531,1.06,0,0,1,0,0,0,0,0,0,0,1,1,0,9.0717297,0.862974
4851,Kepler-1779 b,b,Kepler-1779,300.4174607,45.6054854,80.59844,7.93149,16.34359932,0.1264,0.0,730.0,,67.34,1.86,0.08926,2454978.03975,-6.52273,1.07291,908.501,16.174,15.132,13.677,13.382,13.251,,14.968,14.772,14.653,13.291,13.346,12.742,9.41,15.59,14.9927,14.4573,0,[Fe/H],,15.017,,0,5.3072,,0.271,3.033,0.0257,24.0,,0,0.0295,0.0297,9.44,M-R relationship,5730.0,0.16,,,-0.05,4.39,0.6,1.01,0.33885,1.06,0,0,1,0,0,0,0,0,0,0,1,1,0,6.6847344,-1.46276
4852,Kepler-1873 b,b,Kepler-1873,294.596557,46.0483705,78.98964,11.69033,0.558842,0.0128,0.0,1787.0,,2412.15,4.19,0.02809,2454964.57988,12.0259,1.19069,820.957,16.324,15.889,14.149,13.676,13.569,,15.53,15.28,15.152,13.441,13.494,12.819,9.563,16.348,15.6097,14.9859,0,[Fe/H],,15.6,,0,0.7848,,0.145,1.626,0.01541,5.468,,0,0.307,0.0103,3.28,M-R relationship,5151.0,0.21,,,-0.41,4.59,1.0,0.9,8.80443,0.79,0,0,1,0,0,0,0,0,0,0,1,1,0,12.0283306,-0.241799
4853,Kepler-1878 b,b,Kepler-1878,300.7324154,44.1070231,79.4231,6.96348,4.44587994,0.0521,0.0,1063.0,,302.6,1.96,0.04414,2454964.74309,-7.32274,0.641277,1494.3,16.926,15.587,14.158,13.79,13.672,,15.337,15.171,15.045,13.657,13.668,12.991,9.28,15.903,15.403,14.8908,0,[Fe/H],,15.391,,0,2.3816,,0.261,2.92,0.02057,10.57,,0,0.6496,0.0279,8.86,M-R relationship,5918.0,-0.26,,,0.187,4.54,,0.96,1.1311,0.86,0,0,1,0,0,0,0,0,0,0,1,1,0,7.7120727,2.41941
4854,KMT-2018-BLG-1976L b,b,KMT-2018-BLG-1976L,266.3546667,-35.7003306,354.19802,-3.48341,,3.54,,,,,1.65,,,,,5840.0,,,,,,,,,,,,,,,,,0,,,,,0,,,1.19,13.3,,,,0,,2.22,705.57906,Mass,,,,,,,,0.65,,,0,0,0,0,0,0,1,0,0,0,1,1,0,,
4855,KMT-2018-BLG-1996L b,b,KMT-2018-BLG-1996L,268.6785,-22.8204111,6.29904,1.38194,,4.27,,,,,0.74,,,,,5910.0,,,,,,,,,,,,,,,,,0,,,,,0,,,1.23,13.7,,,,0,,1.09,346.43296,Mass,,,,,,,,0.69,,,0,0,0,0,0,0,1,0,0,0,1,1,0,,
4856,OGLE-2019-BLG-0954L b,b,OGLE-2019-BLG-0954L,267.91325,-29.611,0.10007,-1.47521,,2.65,,,,,13.3,,,,,3630.0,,,,,,,,,,,,,,,,,0,,,,,0,,,1.1,12.3,,,,0,,14.2,4513.16338,Mass,,,,,,,,0.8,,,0,0,0,0,0,0,1,0,0,0,1,1,0,,
4857,Kepler-1488 b,b,Kepler-1488,286.6464265,49.9377735,80.41883,18.12873,39.8189932,0.2285,0.0,650.0,,73.34,3.52,0.01962,2454999.64673,9.13926,1.07512,905.825,14.715,13.146,12.012,11.694,11.638,,13.054,12.921,12.897,11.586,11.625,11.424,9.429,13.525,13.0767,12.6275,0,[Fe/H],,13.102,,0,10.798,,0.166,1.86,0.01282,28.538,,0,0.0066,0.013,4.12,M-R relationship,5820.0,0.06,,,0.587,4.22,6.92,1.05,0.18795,1.31,0,0,1,0,0,0,0,0,0,0,1,2,0,9.3339465,1.89644
4858,Kepler-1130 d,d,Kepler-1130,285.207421,45.384333,75.59135,17.39614,4.27225018,0.0506,0.0,981.0,,218.63,4.14,0.00524,2454966.22095,-0.339436,3.98189,249.343,13.519,12.509,11.137,10.735,10.662,,12.326,12.172,12.092,10.579,10.606,10.53,8.819,12.944,12.3956,11.8799,0,[Fe/H],,12.404,,0,2.1432,,0.058,0.645,0.00678,9.5,,0,0.767,0.00063,0.202,M-R relationship,5450.0,0.1,7.46,,-0.26,4.56,13.8,0.94,1.2086,0.84,0,0,1,0,0,0,0,0,0,0,2,3,0,4.5870063,-4.57443
4859,Kepler-129 c,c,Kepler-129,285.3111845,47.8484775,78.0353,18.21023,82.2,0.39,0.2,525.0,,17.55,14.8,0.02339,2455041.78688,-24.6335,2.41732,408.845,12.667,11.809,10.6,10.325,10.252,,11.817,,,10.208,10.256,10.142,8.837,12.646,11.6437,11.2026,0,[Fe/H],G4 V,11.696,,0,10.627,5.5,0.225,2.52,0.01382,59.91,,0,0.61,0.13529,43.0,Mass,5770.0,0.29,-20.21,2.13,0.464,4.08,6.43,1.18,0.2704,1.65,0,0,1,1,0,0,0,0,0,0,1,3,0,27.9746534,-13.2579
4860,Kepler-1311 b,b,Kepler-1311,289.6512597,43.8244445,75.3761,13.8754,11.1726994,0.0989,0.0,1019.0,,296.92,5.97,0.00768,2454973.00554,6.25767,1.12557,866.331,14.237,13.528,12.169,11.859,11.825,,13.282,13.159,13.065,11.808,11.839,11.886,9.301,13.794,13.3176,12.86,0,[Fe/H],,13.349,,0,6.007,,0.111,1.24,0.00786,14.283,,0,0.0835,0.00651,2.07,M-R relationship,5748.0,0.09,,,0.472,4.16,7.59,1.05,0.26664,1.4,0,0,1,0,0,0,0,0,0,0,1,3,0,7.0262315,3.19523
4861,Kepler-1321 c,c,Kepler-1321,294.528597,46.6408737,79.5069,12.00174,2.22649109,0.0267,0.0,697.0,,115.91,2.52,0.18391,2454966.37482,-21.3143,1.27528,769.146,19.297,17.5054,14.832,14.224,13.884,,16.902,16.33,16.04,13.77,13.863,12.941,9.312,18.015,16.9282,16.0778,0,[Fe/H],,16.835,,0,1.7225,,0.214,2.4,0.04224,10.304,,0,0.0332,0.02,6.35,M-R relationship,4094.0,-0.45,,,-0.862,4.73,4.17,0.54,4.17521,0.53,0,0,1,0,0,0,0,0,0,0,1,3,0,21.6957043,-4.05021
4862,Kepler-1696 b,b,Kepler-1696,295.5761011,42.0233639,75.703,9.19024,65.9409,0.3244,0.0,454.0,,10.04,2.05,0.05804,2455064.97155,1.86255,0.6364,1506.36,16.347,15.505,14.245,13.913,13.969,,15.441,15.284,15.196,13.814,13.919,12.753,9.544,16.01,15.4879,14.9839,0,[Fe/H],,15.502,,0,7.776,,0.251,2.81,0.02222,67.22,,0,0.0108,0.0261,8.29,M-R relationship,5712.0,-0.04,,,0.139,4.29,,1.02,0.83614,1.2,0,0,1,0,0,0,0,0,0,0,1,1,0,5.8368767,5.53173
4863,KMT-2019-BLG-0371L b,b,KMT-2019-BLG-0371L,268.3839167,-31.5550222,358.63014,-2.81154,,0.79,,,,,6.72,,,,,7010.0,,,,,,,,,,,,,,,,,0,,,,,0,,,1.13,12.6,,,,0,,7.7,2447.27873,Mass,,,,,,,,0.09,,,0,0,0,0,0,0,1,0,0,0,1,1,0,,
4864,bet Pic b,b,bet Pic,86.8212337,-51.066148,258.36341,-30.61167,8617.50951973,10.019926,0.105598,1612.0,,,3.24,,,82.577,50.6231,19.7442,4.013,3.85,3.669,3.544,3.526,,,,,3.484,3.182,2.597,0.014,,3.82015,3.6957,0,[Fe/H],A5V,,,0,,78.791,1.65,18.495,,,3.675,0,,11.73313,3729.12221,Mass,8038.68,-0.21,,116.41,0.953,4.35,0.017,1.8,0.74666,1.54,0,0,0,0,1,0,0,0,1,0,1,2,0,82.614613,2.49266
4865,HD 24040 b,b,HD 24040,57.5962104,17.4752873,172.29324,-27.78104,3668.0,4.92,0.04,,,,3.07,,2456932.0,-251.033,21.4203,46.6224,8.17,7.515,6.279,6.038,5.969,,,,,6.01,5.915,5.989,5.929,,7.33476,6.9054,0,[Fe/H],G0 V,8.326,,0,,47.4,1.16,13.0,,,,0,,3.86,1226.8238,Msini,5802.0,0.19,-9.9,2.39,0.276,4.26,6.68,1.11,0.55399,1.3,0,0,0,1,0,0,0,0,0,0,1,2,0,275.3819226,113.215
4866,HD 3765 b,b,HD 3765,10.2072994,40.1842918,120.73677,-22.64223,1211.0,2.108,0.298,,,,0.482,,2455607.0,-668.983,55.7562,17.926,8.315,7.36,5.694,5.272,5.164,,,,,,,,,,7.07827,6.5043,0,[Fe/H],K2V,,,0,,3.85,0.764,8.56,,,6.39,0,,0.173,54.98431,Msini,5049.8,0.172,-63.9,0.0,-0.416,4.53,2.0,0.85,2.33565,0.83,0,0,0,1,0,0,0,0,0,0,1,1,0,757.9521801,356.305
4867,Kepler-1812 b,b,Kepler-1812,298.0845087,40.2832525,75.10403,6.6918,7.16521978,0.0765,0.0,1034.0,,270.34,2.63,0.04338,2454965.96954,-0.152933,0.682188,1409.19,16.574,15.631,14.108,13.847,13.719,,15.265,15.079,15.009,13.718,13.813,12.841,9.64,15.822,15.303,14.8105,0,[Fe/H],,15.302,,0,1.6563,,0.207,2.325,0.01914,32.4,,0,0.955,0.0189,6.01,M-R relationship,6174.0,0.1,,,0.28,4.42,1.0,1.16,12.53756,1.1,0,0,1,0,0,0,0,0,0,0,1,1,0,1.1555448,-1.14538
4868,Kepler-1822 b,b,Kepler-1822,297.2855,41.3055733,75.6941,7.7254,22.13339996,0.1416,0.0,507.0,,15.65,2.22,0.06546,2454985.1837,-7.41212,1.08697,897.597,17.031,15.804,14.183,13.661,13.573,,15.517,15.281,15.133,13.508,13.584,11.446,8.962,16.247,15.5694,14.9762,0,[Fe/H],,15.571,,0,2.02,,0.236,2.648,0.023,84.4,,0,0.025,0.0236,7.5,M-R relationship,5165.0,-0.32,,,-0.286,4.63,0.8,0.78,23.21099,0.7,0,0,1,0,0,0,0,0,0,0,1,1,0,7.6145799,1.74422
4869,K2-347 b,b,K2-347,126.3726821,23.2974061,200.54899,30.42848,7.187257,,,640.0,,,2.51,0.1829,2457140.699277,6.75149,3.09328,320.336,16.299,15.15,13.052,12.447,12.3,18.2992,14.7613,14.3637,14.1528,12.232,12.243,12.16,8.287,15.8662,14.8131,14.0838,0,[Fe/H],,14.778,,0,2.57,,0.215,2.41,0.0335,21.52,,0,0.21,0.0201,6.39,M-R relationship,4599.0,-0.26,,,-0.894,4.65,,0.66,4.12153,0.63,0,0,1,0,0,0,0,0,0,0,1,1,0,52.5481274,-52.1126
4870,K2-343 c,c,K2-343,134.2021746,21.5026882,205.36595,36.71614,7.676972,,,465.0,,,3.16,0.2074,2457144.624554,3.41162,5.98933,166.169,18.001,16.01,12.692,12.07,11.855,19.4795,15.3926,14.4654,13.9728,11.727,11.658,11.474,8.493,16.8313,15.1312,14.0431,0,[Fe/H],,14.874,,0,2.2,,0.18,2.02,0.0402,26.11,,0,0.36,0.0149,4.74,M-R relationship,3804.0,-0.1,,,-1.439,4.8,,0.49,6.02835,0.46,0,0,1,0,0,0,0,0,0,0,1,2,0,11.4245832,-10.9033
4871,K2-332 b,b,K2-332,135.8832666,14.2504994,214.46699,35.6162,17.70632,,,266.0,,,2.83,0.677,2457156.420746,-10.728,8.08949,123.202,19.768,,13.501,12.947,12.638,21.2486,17.219,15.7464,14.9329,12.436,12.292,12.137,8.759,18.649,16.4791,15.155,0,[Fe/H],,15.768,31.71,0,2.03,,0.196,2.2,0.0707,66.3,,0,0.39,0.0172,5.48,M-R relationship,3315.0,0.09,,,-2.065,4.97,,0.27,15.36316,0.28,0,0,1,0,0,0,0,0,0,0,1,1,0,18.7823576,-15.4171
4872,K2-338 b,b,K2-338,124.3609294,17.0241557,206.47017,26.44954,3.850614,,,783.0,,,5.43,0.0391,2457141.526349,-48.5033,6.34256,156.951,14.469,13.322,11.336,10.747,10.613,16.5522,13.1178,12.7905,13.1113,10.582,10.609,10.633,8.885,15.9377,13.0455,12.3552,0,[Fe/H],,13.053,,0,1.78,,0.092,1.03,0.0148,15.13,,0,0.42,0.0034,1.08,M-R relationship,4558.0,-0.23,,,-0.836,4.65,,0.66,4.05036,0.63,0,0,1,0,0,0,0,0,0,0,1,1,0,59.0822143,-33.7363
4873,K2-341 b,b,K2-341,130.4971951,19.9166357,205.79387,32.92129,36.552551,,,598.0,,,1.73,0.0802,2457152.708694,4.98442,2.34466,421.408,13.61,12.725,11.516,11.249,11.17,,,,,11.17,11.206,11.384,8.496,,12.5585,12.1346,0,[Fe/H],,12.588,,0,6.25,,0.286,3.21,0.0251,42.13,,0,0.41,0.0327,10.4,M-R relationship,5817.0,-0.05,,,0.126,4.3,,0.98,1.05533,1.16,0,0,1,0,0,0,0,0,0,0,1,1,0,15.0962096,-14.2496
4874,EPIC 212297394 c,c,EPIC 212297394,207.2061241,-17.6098985,321.8192,43.14733,5.213965,,,866.0,,,2.71,0.0828,2457222.478879,-0.243326,2.36212,418.395,15.377,14.611,12.735,12.223,12.186,,,,,12.116,12.174,11.97,9.254,,14.1864,13.5896,0,[Fe/H],,14.138,,0,2.62,,0.203,2.27,0.0258,14.45,,0,0.39,0.0182,5.77,M-R relationship,5171.0,-0.03,,,-0.467,4.55,,0.83,2.50384,0.8,0,0,1,0,0,0,0,0,0,0,1,2,0,23.1565785,-23.1553
4875,EPIC 212587672 c,c,EPIC 212587672,205.4445125,-10.8625468,322.41694,50.09504,23.228555,,,658.0,,,2.64,0.0506,2457237.042492,-24.4689,3.09713,320.07,12.69,12.488,11.181,10.911,10.857,,,,,10.802,10.853,10.767,9.086,,12.2038,11.7902,0,[Fe/H],,12.188,,0,3.25,,0.207,2.32,0.0215,50.74,,0,0.43,0.0189,5.99,M-R relationship,6004.0,-0.18,,,0.038,4.45,,0.99,1.85888,0.98,0,0,1,0,0,0,0,0,0,0,1,2,0,28.5573676,-14.724
4876,EPIC 212587672 b,b,EPIC 212587672,205.4445125,-10.8625468,322.41694,50.09504,15.28078,,,756.0,,,5.85,0.0187,2457227.644991,-24.4689,3.09713,320.07,12.69,12.488,11.181,10.911,10.857,,,,,10.802,10.853,10.767,9.086,,12.2038,11.7902,0,[Fe/H],,12.188,,0,3.46,,0.112,1.26,0.0117,30.75,,0,0.43,0.00669,2.13,M-R relationship,6004.0,-0.18,,,0.006,4.45,,0.99,1.85888,0.98,0,0,1,0,0,0,0,0,0,0,1,2,0,28.5573676,-14.724
4877,K2-354 b,b,K2-354,129.1299193,10.1472175,215.64764,27.91033,3.793306,,,543.0,,,4.41,0.1007,2457140.22597,-16.6779,10.8741,91.722,16.98,15.296,11.776,11.131,10.964,,,,,10.814,10.703,10.696,8.517,,14.3753,13.2202,0,[Fe/H],,14.422,,0,1.53,,0.139,1.56,0.0353,19.05,,0,0.24,0.00961,3.05,M-R relationship,3669.0,-0.04,,,-1.614,4.86,,0.43,7.80969,0.41,0,0,1,0,0,0,0,0,0,0,1,1,0,16.6789855,0.19029
4878,K2-331 b,b,K2-331,132.7376431,13.170269,214.18022,32.3837,9.398977,,,909.0,,,3.7,,2458100.920192,-20.0571,4.70117,211.43,12.31,11.305,10.159,9.893,9.804,15.5371,11.1771,11.0635,13.6315,9.775,9.815,9.773,8.833,11.803,11.1945,10.7578,0,[Fe/H],,11.617,9.98,0,3.92,,0.16,1.79,0.0155,16.76,,0,0.43,0.0121,3.86,M-R relationship,5994.0,0.08,,,0.059,4.43,,1.1,1.2267,1.06,0,0,1,0,0,0,0,0,0,0,1,2,0,20.9050377,-5.8935
4879,K2-345 b,b,K2-345,132.7075876,21.7890367,204.48349,35.48996,10.367437,,,437.0,,,2.98,0.1946,2457141.710348,-19.5426,6.12862,162.408,17.088,15.72,12.344,11.656,11.46,18.888,15.1138,14.0697,13.6059,11.341,11.312,11.351,8.703,16.3987,14.6951,13.6347,0,[Fe/H],,14.757,18.47,0,2.08,,0.188,2.11,0.0367,36.12,,0,0.43,0.016,5.1,M-R relationship,3779.0,0.26,,,-1.32,4.74,,0.56,4.8116,0.52,0,0,1,0,0,0,0,0,0,0,1,1,0,59.5287316,-56.2295
4880,K2-268 d,d,K2-268,133.7094899,11.8482712,216.0731,32.70262,4.528598,,,888.0,,,4.7,0.0531,2457143.974654,0.121418,3.02214,327.783,14.775,13.848,12.158,11.72,11.639,16.3424,13.6166,15.037,13.7656,11.584,11.651,11.81,8.817,15.4095,13.5627,12.986,0,[Fe/H],,13.539,24.87,0,2.57,,0.133,1.49,0.0173,12.57,,0,0.4,0.00889,2.83,M-R relationship,5106.0,0.03,,,-0.471,4.58,,0.84,2.2994,0.78,0,0,1,0,0,0,0,0,0,0,1,5,0,8.1952795,-8.19438
